"","YEAR","CVEGEO","num_tomas","tomas","num_cartels","menciones_huachicol","carteles_huachicol","pobtot","pobhlindigena","pobanalf","gradoescolar","HomX100","ESTADO","mun_huachicolero","YearFirst","diffYears","lead1","lead2","lead3","lag0","lag1","lag2","lag3","lag4","lag5","lag6","lag7","lag8","lag9","ENT","is_neighbor","treated","post","consecutive_cartel","log_hom"
"1974",2017,21015,34,1,5,35,3,120696.8,0.0287098930253995,0.0489788652106101,11.4128487795482,14.9134028408375,21,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",21,NA,1,1,1,2.76716170011139
"1975",2018,21015,12,1,7,30,3,122423.2,0.0265840323768187,0.0477356000758022,10.6985658530321,13.8862568532762,21,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",21,NA,1,1,1,2.70043842847623
"1976",2019,21015,46,1,7,0,0,124149.6,0.0244581717282379,0.0464923349409943,9.98428292651606,13.6931572876594,21,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",21,NA,1,1,1,2.68738189477488
"1977",2007,21025,0,0,0,0,0,7991,0.278569572182689,0.186938714251353,6.25,12.5140783381304,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,2.60373198192615
"1978",2008,21025,0,0,0,0,0,8045,0.276469655402268,0.178520900126277,6.4,0,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,0
"1979",2009,21025,0,0,0,0,0,8099,0.274369738621846,0.170103086001201,6.55,0,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,0
"1980",2010,21025,0,0,0,0,0,8153,0.272269821841425,0.161685271876125,6.7,0,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,0
"1981",2011,21025,0,0,0,0,0,8234,0.268925821334782,0.155121413377189,7.42997916502448,0,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,0
"1982",2012,21025,0,0,0,0,0,8315,0.265581820828139,0.148557554878253,8.15995833004896,0,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,0
"1983",2013,21025,0,0,0,0,0,8396,0.262237820321495,0.141993696379316,8.88993749507344,35.7313006193425,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,3.60362926947806
"1984",2014,21025,0,0,0,0,0,8477,0.258893819814852,0.13542983788038,9.61991666009792,23.5932523298337,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,3.2024721097772
"1985",2015,21025,0,0,0,0,0,8558,0.255549819308209,0.128865979381443,10.3498958251224,35.0549193736854,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,3.5850433141628
"1986",2016,21025,0,0,0,0,0,8488,0.251702800974475,0.126734411847856,9.83791666009792,35.3440150801131,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,3.59302954338419
"1987",2017,21025,0,0,0,0,0,8418,0.247855782640742,0.124602844314269,9.32593749507344,71.2758374910905,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,4.28048987539792
"1988",2018,21025,0,0,0,0,0,8348,0.244008764307009,0.122471276780681,8.81395833004896,59.8945855294681,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,4.10914426320124
"1989",2019,21025,0,0,0,0,0,8278,0.240161745973276,0.120339709247094,8.30197916502448,24.1604252234839,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,3.22527233246382
"1990",2007,21026,0,0,0,0,0,13483.4,0.200942004005782,0.18932887359242,5.53,7.41652698874171,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,2.13019727151853
"1991",2008,21026,0,0,0,0,0,13565.6,0.194465177730088,0.1835114676339,5.67,0,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,0
"1992",2009,21026,0,0,0,0,0,13647.8,0.187988351454394,0.177694061675379,5.81,0,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,0
"1993",2010,21026,0,0,0,0,0,13730,0.181511525178701,0.171876655716859,5.95,21.849963583394,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,3.12894952361439
"1994",2011,21026,0,0,0,0,0,13872,0.1820657538012,0.160808289651627,6.63360601967972,0,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,0
"1995",2012,21026,0,0,1,0,0,14014,0.182619982423699,0.149739923586396,7.31721203935944,7.13572142143571,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,2.09626441792353
"1996",2013,21026,0,0,0,0,0,14156,0.183174211046198,0.138671557521164,8.00081805903917,14.1282848262221,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,2.71656615893024
"1997",2014,21026,0,0,0,0,0,14298,0.183728439668698,0.127603191455932,8.68442407871889,6.99398517275143,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,2.07868940549024
"1998",2015,21026,0,0,1,0,0,14440,0.184282668291197,0.1165348253907,9.36803009839861,6.92520775623269,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,2.07004853471723
"1999",2016,21026,0,0,1,0,0,14606.2,0.175418953304412,0.114736889456133,8.99042407871889,6.84640768988512,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,2.06005580793182
"2000",2017,21026,0,0,1,0,0,14772.4,0.166555238317627,0.112938953521565,8.61281805903917,0,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,0
"2001",2018,21026,0,0,0,0,0,14938.6,0.157691523330841,0.111141017586997,8.23521203935944,6.69406771718903,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,2.04044960558966
"2002",2019,21026,0,0,0,0,0,15104.8,0.148827808344056,0.109343081652429,7.85760601967972,6.62041205444627,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,2.03083044362318
"2003",2007,21040,0,0,0,0,0,8447.2,0.0079015655634152,0.120488980016252,6.082,0,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,0
"2004",2008,21040,0,0,0,0,0,8810.8,0.0099743435374306,0.117715404137024,6.198,11.3497071775548,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,2.51363235247344
"2005",2009,21040,0,0,0,0,0,9174.4,0.0120471215114459,0.114941828257796,6.314,10.8998953610045,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,2.47652960688593
"2006",2010,21040,0,0,0,0,0,9538,0.0141198994854612,0.112168252378568,6.43,0,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,0
"2007",2011,21040,0,0,0,0,0,9666.2,0.0161237348912147,0.105128414486922,7.29983894778782,10.345327015787,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,2.42880594247808
"2008",2012,21040,0,0,0,0,0,9794.4,0.0181275702969682,0.098088576595277,8.16967789557564,20.4198317405865,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,3.06431720974069
"2009",2013,21040,0,0,0,0,0,9922.6,0.0201314057027217,0.0910487387036315,9.03951684336346,30.2340112470522,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,3.44150760515563
"2010",2014,21040,0,0,0,0,0,10050.8,0.0221352411084752,0.0840089008119861,9.90935579115128,0,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,0
"2011",2015,21040,0,0,0,0,0,10179,0.0241390765142287,0.0769690629203407,10.7791947389391,19.6482955103645,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,3.0276327741293
"2012",2016,21040,0,0,0,0,0,10611.2,0.0232818894409179,0.0770675397787399,10.1493557911513,0,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,0
"2013",2017,21040,0,0,0,0,0,11043.4,0.0224247023676071,0.0771660166371392,9.51951684336346,0,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,0
"2014",2018,21040,0,0,0,0,0,11475.6,0.0215675152942963,0.0772644934955384,8.88967789557564,17.4282826170309,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,2.91388658323949
"2015",2019,21040,0,0,0,0,0,11907.8,0.0207103282209855,0.0773629703539376,8.25983894778782,8.39785686692756,21,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",21,1,NA,0,0,2.24048167040158
"2016",2007,21041,0,0,2,0,0,64934.8,0.014929493316038,0.0410578019511296,8.994,1.54000628322564,21,0,2011,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",21,NA,1,0,1,0.932166554738266
"2017",2008,21041,0,0,1,0,0,69674.2,0.0159826513133204,0.0387946019941656,9.186,2.87050299824038,21,0,2011,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",21,NA,1,0,1,1.35338447230137
"2018",2009,21041,0,0,3,0,0,74413.6,0.0170358093106029,0.0365314020372017,9.378,9.40688261285571,21,0,2011,-2,"False","True","False","False","False","False","False","False","False","False","False","False","False",21,NA,1,0,1,2.34246737695876
